Text,Sentiment
"Polygon recorded a 3.59% change in the last 24 hours, with a trading volume of $3827674.49 and market cap $19140308498.81. News sentiment score is 0.299 and social sentiment is 0.06.",Negative
"Chainlink recorded a 14.19% change in the last 24 hours, with a trading volume of $10452723.71 and market cap $294040064060.3. News sentiment score is 0.065 and social sentiment is -0.325.",Negative
"Avalanche recorded a -1.19% change in the last 24 hours, with a trading volume of $2767440.82 and market cap $456050765711.21. News sentiment score is 0.709 and social sentiment is 0.527.",Positive
"Cardano recorded a -2.32% change in the last 24 hours, with a trading volume of $5788383.75 and market cap $5839269105.11. News sentiment score is 0.385 and social sentiment is 0.133.",Negative
"Avalanche recorded a 7.06% change in the last 24 hours, with a trading volume of $4053314.44 and market cap $277811549617.13. News sentiment score is 0.28 and social sentiment is 0.046.",Negative
"Polygon recorded a -9.48% change in the last 24 hours, with a trading volume of $1132737.3 and market cap $1249468269.55. News sentiment score is -0.188 and social sentiment is -0.352.",Negative
"Algorand recorded a 3.25% change in the last 24 hours, with a trading volume of $2655045.72 and market cap $4000511062.98. News sentiment score is -0.133 and social sentiment is -0.044.",Negative
"Solana recorded a 11.05% change in the last 24 hours, with a trading volume of $1521552.03 and market cap $1527804981563.24. News sentiment score is -0.147 and social sentiment is -0.133.",Negative
"Chainlink recorded a -1.43% change in the last 24 hours, with a trading volume of $9022935.04 and market cap $152063411293.85. News sentiment score is -0.552 and social sentiment is -0.807.",Negative
"Avalanche recorded a 3.62% change in the last 24 hours, with a trading volume of $3236450.94 and market cap $661767452844.84. News sentiment score is -0.485 and social sentiment is 0.024.",Negative
"Cosmos recorded a 0.74% change in the last 24 hours, with a trading volume of $3478899.9 and market cap $131367670848.05. News sentiment score is 0.196 and social sentiment is -0.298.",Negative
"Solana recorded a -4.2% change in the last 24 hours, with a trading volume of $3880056.18 and market cap $1668074244992.97. News sentiment score is 0.037 and social sentiment is 0.182.",Negative
"Algorand recorded a -2.64% change in the last 24 hours, with a trading volume of $27247965.45 and market cap $6777250070.75. News sentiment score is 0.053 and social sentiment is 0.299.",Negative
"Solana recorded a -10.89% change in the last 24 hours, with a trading volume of $1827417.48 and market cap $1443794930269.58. News sentiment score is 0.067 and social sentiment is -0.072.",Negative
"Bitcoin recorded a -7.17% change in the last 24 hours, with a trading volume of $2210840.96 and market cap $120245936996277.23. News sentiment score is 0.166 and social sentiment is 0.315.",Negative
"Cardano recorded a -8.11% change in the last 24 hours, with a trading volume of $4842509.21 and market cap $9190828436.13. News sentiment score is 0.012 and social sentiment is -0.381.",Negative
"Solana recorded a -0.39% change in the last 24 hours, with a trading volume of $3659393.5 and market cap $1479516704825.92. News sentiment score is 0.7 and social sentiment is 0.557.",Positive
"Ethereum recorded a 4.83% change in the last 24 hours, with a trading volume of $6065473.93 and market cap $51366152434459.4. News sentiment score is 0.243 and social sentiment is 0.398.",Negative
"Cardano recorded a 5.62% change in the last 24 hours, with a trading volume of $11169634.14 and market cap $3629440572.97. News sentiment score is -0.19 and social sentiment is 0.294.",Negative
"Ethereum recorded a 3.88% change in the last 24 hours, with a trading volume of $4101855.45 and market cap $60610884906150.88. News sentiment score is -0.514 and social sentiment is -0.247.",Negative
"Cosmos recorded a -3.06% change in the last 24 hours, with a trading volume of $11219450.33 and market cap $22121613014.41. News sentiment score is -0.115 and social sentiment is -0.263.",Negative
"Chainlink recorded a -2.64% change in the last 24 hours, with a trading volume of $7265900.09 and market cap $151856762519.72. News sentiment score is 0.409 and social sentiment is 0.015.",Neutral
"Algorand recorded a -1.43% change in the last 24 hours, with a trading volume of $4425983.06 and market cap $3274044269.95. News sentiment score is 0.353 and social sentiment is 0.511.",Negative
"Algorand recorded a -7.8% change in the last 24 hours, with a trading volume of $7871827.55 and market cap $3312326437.74. News sentiment score is 0.31 and social sentiment is 0.159.",Negative
"Algorand recorded a 5.62% change in the last 24 hours, with a trading volume of $753874.56 and market cap $4893254622.25. News sentiment score is -0.108 and social sentiment is -0.005.",Negative
"Chainlink recorded a -0.57% change in the last 24 hours, with a trading volume of $10014156.23 and market cap $117882939305.85. News sentiment score is -0.071 and social sentiment is -0.264.",Negative
"Cosmos recorded a -0.93% change in the last 24 hours, with a trading volume of $11120967.06 and market cap $125449210460.55. News sentiment score is 0.082 and social sentiment is 0.004.",Negative
"Polygon recorded a -1.79% change in the last 24 hours, with a trading volume of $584036.23 and market cap $12094413865.79. News sentiment score is -0.021 and social sentiment is 0.071.",Negative
"Avalanche recorded a 1.09% change in the last 24 hours, with a trading volume of $13555775.23 and market cap $609666319314.35. News sentiment score is 0.052 and social sentiment is 0.096.",Negative
"Bitcoin recorded a -14.14% change in the last 24 hours, with a trading volume of $4291662.98 and market cap $330432881004452.1. News sentiment score is -0.076 and social sentiment is 0.142.",Negative
"Ethereum recorded a 0.7% change in the last 24 hours, with a trading volume of $14426042.45 and market cap $22412446455348.7. News sentiment score is -0.089 and social sentiment is 0.273.",Negative
"Ethereum recorded a 4.16% change in the last 24 hours, with a trading volume of $3475136.3 and market cap $2349768206894.48. News sentiment score is -0.756 and social sentiment is -0.86.",Negative
"Algorand recorded a -1.26% change in the last 24 hours, with a trading volume of $6002917.62 and market cap $5880126493.77. News sentiment score is -0.093 and social sentiment is 0.065.",Negative
"Polygon recorded a -11.47% change in the last 24 hours, with a trading volume of $2554922.53 and market cap $15187620849.93. News sentiment score is -0.38 and social sentiment is 0.226.",Negative
"Chainlink recorded a 7.81% change in the last 24 hours, with a trading volume of $4548456.69 and market cap $131803450755.83. News sentiment score is -0.127 and social sentiment is 0.163.",Negative
"Solana recorded a -3.03% change in the last 24 hours, with a trading volume of $16636245.68 and market cap $517245902139.43. News sentiment score is -0.038 and social sentiment is 0.108.",Negative
"Avalanche recorded a -4.66% change in the last 24 hours, with a trading volume of $17362257.15 and market cap $141219410558.58. News sentiment score is -0.082 and social sentiment is 0.183.",Negative
"Solana recorded a -11.29% change in the last 24 hours, with a trading volume of $1258362.24 and market cap $954835295700.95. News sentiment score is -0.064 and social sentiment is 0.653.",Negative
"Solana recorded a 11.6% change in the last 24 hours, with a trading volume of $13298211.92 and market cap $1379750346799.77. News sentiment score is 0.044 and social sentiment is -0.286.",Negative
"Cosmos recorded a 2.04% change in the last 24 hours, with a trading volume of $4326717.7 and market cap $224373564651.65. News sentiment score is 0.169 and social sentiment is 0.452.",Negative
"Cosmos recorded a 20.32% change in the last 24 hours, with a trading volume of $9124691.48 and market cap $201874838762.36. News sentiment score is -0.214 and social sentiment is -0.228.",Negative
"Solana recorded a 11.01% change in the last 24 hours, with a trading volume of $11648814.55 and market cap $484699255783.44. News sentiment score is -0.302 and social sentiment is -0.336.",Negative
"Ethereum recorded a 4.32% change in the last 24 hours, with a trading volume of $541975.14 and market cap $43295020775396.47. News sentiment score is -0.838 and social sentiment is -0.194.",Negative
"Chainlink recorded a -3.87% change in the last 24 hours, with a trading volume of $5905607.92 and market cap $312188721329.03. News sentiment score is -0.145 and social sentiment is -0.715.",Negative
"Chainlink recorded a 5.49% change in the last 24 hours, with a trading volume of $1049969.53 and market cap $244257071311.31. News sentiment score is 0.182 and social sentiment is 0.334.",Negative
"Cosmos recorded a -3.8% change in the last 24 hours, with a trading volume of $1126495.67 and market cap $221254066008.32. News sentiment score is 0.033 and social sentiment is 0.182.",Negative
"Polkadot recorded a -5.56% change in the last 24 hours, with a trading volume of $2394923.53 and market cap $115137202004.74. News sentiment score is -0.372 and social sentiment is -0.224.",Negative
"Cardano recorded a -5.07% change in the last 24 hours, with a trading volume of $2920828.94 and market cap $8498369944.36. News sentiment score is -0.153 and social sentiment is -0.054.",Negative
"Polygon recorded a 2.41% change in the last 24 hours, with a trading volume of $603320.01 and market cap $9083506627.42. News sentiment score is -0.259 and social sentiment is -0.239.",Negative
"Cardano recorded a -3.92% change in the last 24 hours, with a trading volume of $9943884.24 and market cap $4341218664.26. News sentiment score is -0.134 and social sentiment is -0.038.",Negative
"Cosmos recorded a -11.75% change in the last 24 hours, with a trading volume of $2641458.7 and market cap $106027779777.89. News sentiment score is -0.242 and social sentiment is -0.253.",Negative
"Bitcoin recorded a 10.94% change in the last 24 hours, with a trading volume of $34496961.12 and market cap $906857328630011.2. News sentiment score is 0.059 and social sentiment is -0.211.",Negative
"Chainlink recorded a -12.86% change in the last 24 hours, with a trading volume of $5157607.93 and market cap $33416606406.96. News sentiment score is 0.067 and social sentiment is -0.161.",Negative
"Cosmos recorded a 9.59% change in the last 24 hours, with a trading volume of $567477.84 and market cap $48920736215.38. News sentiment score is -0.089 and social sentiment is 0.063.",Negative
